generic,exemplar
Birds feed on aquatic animals.,Birds feed on other aquatic animals.
Birds feed on aquatic animals.,Birds feed on fish.
Birds feed on aquatic animals.,Birds feed on other water creatures.
Bluebirds eat fruit.,"Bluebirds eat bluebirds typically eat insects, fruits, and seeds."
Bluebirds eat fruit.,Bluebirds eat fruit.
Bluebirds eat fruit.,Bluebirds eat berries.
Birds nest on rocky cliffs.,Birds nest on rocky outcrops.
Birds nest on rocky cliffs.,Birds nest on rocky cliffs.
Birds nest on rocky cliffs.,Birds nest on boulders.
Birds nest on rocky cliffs.,Birds nest on rocky shores.
Birds nest on rocky cliffs.,Birds nest on bluffs.
Birds nest on rocky cliffs.,Birds nest on cliffs.
Bluebirds eat earthworms.,Bluebirds eat earthworms.
Penguins shed feathers.,Penguins shed molting feathers.
Penguins shed feathers.,Penguins shed body feathers.
Owls rely on lemmings.,Owls rely on small rodents (voles and lemmings).
Birds fly over streams.,Birds fly over bodies of water.
Birds fly over streams.,Birds fly over water.
Birds fly over streams.,Birds fly over orographic streams.
Birds fly over streams.,Birds fly over rivers.
Birds eat pests.,Birds eat insects.
Birds eat pests.,Birds eat bugs.
Lemurs eat bamboo.,Lemurs eat bamboo shoots.
Lemurs eat bamboo.,Lemurs eat small bamboo shoots.
Lemurs eat bamboo.,Lemurs eat a woody bamboo.
Lemurs eat bamboo.,Lemurs eat a slender bamboo.
Chicken mites survive several months.,Chicken mites survive several months in the environment.
Chicken mites survive several months.,Chicken mites survive several months to a year.
Penguins transmit parasites.,Penguins transmit tapeworms.
Lemurs feed on insect larvae.,Lemurs feed on beetle larvae.
Lemurs feed on insect larvae.,Lemurs feed on larvae of beetles.
Mallards feed in lakes.,"Mallards feed in small, shallow ponds."
Mallards feed in lakes.,Mallards feed in man-made lakes.
Mallards feed in lakes.,Mallards feed in large lakes.
Mallards feed in lakes.,Mallards feed in ponds.
Birds attain weight.,Birds attain a body weight.
Hummingbirds establish territory.,Hummingbirds establish a breeding territory.
Belt kingfishers consume larval amphibians.,Belt kingfishers consume tadpoles.
Diarrhea causes potassium deficiencies.,A Diarrhea causes a potassium depletion.
Birds attract predators.,Birds attract predators of other animals.
Peregrine falcons eat reptiles.,Peregrine falcons eat lizards.
Peregrine falcons eat reptiles.,Peregrine falcons eat turtles.
Peregrine falcons eat reptiles.,Peregrine falcons eat snakes.
Pigeons live in buildings.,Pigeons live in buildings.
Pigeons have ovaries.,Pigeons have ovarian follicles.
Nocturnal owls feed on insects.,Nocturnal owls feed on insects.
Birds hatch several broods each year.,Birds hatch several clutches of eggs each year.
Birds hatch several broods each year.,Birds hatch several broods of chicks each year.
Aquatic birds eat fish.,Aquatic birds eat small fish.
Scarlet macaws have blue feathers.,Scarlet macaws have blue secondary feathers.
Peacocks eat wheat.,Peacocks eat wheat.
Owls seize prey.,Owls seize other small animals.
Owls seize prey.,Owls seize birds.
Owls seize prey.,Owls seize insects.
Owls seize prey.,Owls seize rodents.
Birds feed on chestnuts.,Birds feed on chestnuts.
American kestrels feed on insects.,American kestrels feed on insects.
Large birds eat babies.,Large birds eat babies of other birds.
Large birds eat babies.,Large birds eat babies of other animals.
Large birds eat babies.,Large birds eat young birds.
Large birds eat babies.,Large birds eat newly hatched birds.
Duckweeds grow on wastewater.,Duckweeds grow on effluent.
Duckweeds grow on wastewater.,Duckweeds grow on sanitary wastewater.
Duckweeds grow on wastewater.,Duckweeds grow on sewage.
Duckweeds grow on wastewater.,Duckweeds grow on municipal wastewater.
Birds eat lizards.,Birds eat lizards.
Eagles eat monkeys and sloths.,Eagles eat a sloth.
Birds feed on chicks.,Birds feed on chicks of other bird species.
Birds feed on chicks.,Birds feed on chicks of other birds.
Vultures kill animals.,Vultures kill small mammals.
Birds eat babies.,Birds eat young birds that have not fledged.
Birds eat babies.,Birds eat babies of other species of birds.
Birds eat babies.,Birds eat babies of other birds.
Birds eat babies.,Birds eat baby birds.
Burrow owls eat mammals.,Burrow owls eat mammals that burrow.
Carnivorous birds eat meat.,Carnivorous birds eat small mammals.
Carnivorous birds eat meat.,Carnivorous birds eat mammals.
Birds are migratory.,Birds are migratory birds are birds that migrate seasonally.
Birds are migratory.,Birds are migratory birds are birds that migrate.
Birds are migratory.,Birds are migratory birds are birds that migrate annually.
Birds are migratory.,Birds are migratory birds are birds that migrate periodically.
Birds are migratory.,Birds are nomadic.
Howler monkeys eat leaves.,Howler monkeys eat leaves.
Ospreys nest on ledges.,Ospreys nest on ledges on cliffs.
Ospreys nest on ledges.,Ospreys nest on ledges on buildings.
Ospreys nest on ledges.,Ospreys nest on ledges on bridges.
Owls have rings around their eyes.,Owls have eye rings.
Tundra swans have plumages.,Tundra swans have a body plumage.
Birds are located in islands.,Birds are located in an island of the sea.
Birds are located in islands.,Birds are located in island archipelagos.
Birds are located in islands.,Birds are located in island groups.
Birds are located in islands.,Birds are located in island chains.
Birds are located in islands.,Birds are located in island of birds.
Birds possess microbes.,Birds possess bacteria.
Birds eat animals.,"Birds eat mammals, insects, fish, reptiles, amphibians, and other birds."
Birds eat animals.,Birds eat other small animals.
Small songbirds eat seeds.,Small songbirds eat seeds from plants.
Owls are nocturnal and are diurnal.,Owls are nocturnal birds.
Penguins live in islands.,Penguins live in islands.
Penguins live in islands.,Penguins live in island groups.
Birds eat eggs.,Birds eat bird eggs.
Birds live on mountains.,Birds live on a mountain.
Birds live on mountains.,Birds live on hilltops.
Birds live on mountains.,Birds live on mountain ranges.
Falcons eat small reptiles.,Falcons eat lizards.
Falcons eat small reptiles.,Falcons eat hatchling snakes.
Pigeons fly over trees.,Pigeons fly over pines.
Trumpeter swans eat many insects.,Trumpeter swans eat many types of insects.
Penguins wait for prey.,Penguins wait for a fish.
Birds eat japanese beetles.,Birds eat japanese beetles.
Ducks feed on insects.,Ducks feed on crickets.
Owls seek mice.,Owls seek mice.
Falcons prey on birds.,Falcons prey on small birds.
Falcons prey on birds.,Falcons prey on other small birds.
Falcons prey on birds.,Falcons prey on birds.
Birds have toes.,Birds have a toe.
Birds adapt to temperature.,Birds adapt to a range of temperatures.
Birds adapt to temperature.,Birds adapt to extremes of temperature.
Birds adapt to temperature.,Birds adapt to a heat index temperature.
Bald eagles feed on waterfowls.,"Bald eagles feed on ducks, geese, swans, pelicans, cormorants, grebes."
Bald eagles feed on waterfowls.,Bald eagles feed on seagulls.
Birds live in deserts.,Birds live in semi-arid deserts.
Cassowaries eat insects.,Cassowaries eat invertebrates.
Cassowaries eat insects.,Cassowaries eat insects.
Cassowaries eat insects.,Cassowaries eat beetles.
Birds fly over rivers.,Birds fly over a river.
Birds fly over rivers.,Birds fly over a stream.
Diarrhea is caused by parasites.,A Diarrhea is caused by parasites.
Pelicans are member of families.,Pelicans are member of a bird family.
Pelicans are member of families.,Pelicans are member of an animal family.
Pelicans are member of families.,Pelicans are member of families of birds.
Vultures eat dead animals.,Vultures eat dead animals in the wild.
Vultures eat dead animals.,Vultures eat cadavers.
Vultures eat dead animals.,Vultures eat rotting carcasses.
Flamingos live in colonies.,Flamingos live in flamingos live in colonies.
Flamingos live in colonies.,Flamingos live in nesting colonies.
Flamingos live in colonies.,Flamingos live in breeding colonies.
Penguins lose mass.,Penguins lose a weight.
Penguins lose mass.,Penguins lose a body mass.
Falcons fly over eggs.,Falcons fly over a soft-boiled egg.
Falcons fly over eggs.,Falcons fly over eggs of other birds.
Lesser kestrels feed on grasshoppers.,Lesser kestrels feed on short-horned grasshoppers.
Lesser kestrels feed on grasshoppers.,Lesser kestrels feed on some grasshoppers.
Ducks eat insects.,Ducks eat crickets.
Ducks eat insects.,Ducks eat insects.
Ducks eat insects.,Ducks eat mosquitoes.
Hummingbirds eat insects.,Hummingbirds eat insects.
Penguins occur in sea.,Penguins occur in an atlantic ocean.
Bamboo lemurs eat giant bamboo.,Bamboo lemurs eat giant bamboo (dendrocalamus giganteus).
Bamboo lemurs eat giant bamboo.,Bamboo lemurs eat a giant bamboo.
Birds form strong bonds.,Birds form a social bond.
Birds form strong bonds.,Birds form a pair bond.
Parrots eat berries.,Parrots eat small fruits.
Birds live on islands.,Birds live on a tropical island.
Birds live on islands.,Birds live on an island.
Birds live on islands.,Birds live on an isolated island.
Peregrine falcons eat insects.,Peregrine falcons eat crickets.
Peregrine falcons eat insects.,Peregrine falcons eat flies.
Peregrine falcons eat insects.,Peregrine falcons eat bees.
Kestrels live for months.,Kestrels live for a kestrel can live for more than 19 months.
Birds live in islands.,Birds live in an island archipelago.
Birds live in islands.,Birds live in an island chain.
American kestrels feed on large insects.,American kestrels feed on beetles.
Cassowaries have legs.,Cassowaries have two legs.
Cassowaries have legs.,Cassowaries have cassowaries have two legs.
Birds break bones.,Birds break a leg.
Birds break legs.,Birds break bones in the leg.
Birds break legs.,Birds break tendons on the leg.
Birds break legs.,Birds break a skin on the leg.
Birds break legs.,Birds break a muscles on the leg.
Birds have ears.,Birds have an inner ear.
Birds have ears.,Birds have an external ear.
Birds have ears.,Birds have inner ears.
Birds have ears.,Birds have external ears.
Birds prey on small mammals.,"Birds prey on rodents (mice, rats, gophers, squirrels)."
Chickens carry parasites.,Chickens carry mites.
Birds are scavengers and eat the bodies of creatures that have died.,Birds are scavengers birds that scavenge eat the carcasses of dead animals.
Birds are scavengers and eat the bodies of creatures that have died.,Birds are scavengers dead animals.
Ospreys eat creatures.,Ospreys eat mollusks.
Ospreys eat creatures.,Ospreys eat insects.
Marine birds eat fish.,Marine birds eat small fish.
Birds lack sweat glands.,Birds lack birds do not possess eccrine or apocrine sweat glands.
Owls return to ground.,Owls return to the ground.
Owls return to ground.,Owls return to land.
Owls live in rainforests.,Owls live in a tropical rainforest.
Owls sit on grass.,Owls sit on a green grass.
Owls sit on grass.,Owls sit on grass.
Mongooses also eat eggs.,Mongooses eat eggs of other animals.
Owls live in wood.,Owls live in hollow trees.
Macaws have blue feathers.,Macaws have a royal blue feather.
Macaws have blue feathers.,Macaws have blue tail feathers.
Eagles eat jackrabbits.,Eagles eat wild jackrabbits.
Black vultures prey on sheep.,Black vultures prey on dead livestock.
Mandarin ducks feed on seeds.,Mandarin ducks feed on seeds.
Birds sing.,Birds are able to birds sing different songs depending on their species.
Lemurs are nocturnal.,Lemurs are nocturnal.
Birds roost in cattails.,Birds roost in cattails are a common roosting site for birds.
Birds roost in cattails.,Birds roost in a cattail.
Trumpeter swans eat insects.,Trumpeter swans eat crickets.
Trumpeter swans eat insects.,Trumpeter swans eat insects.
Trumpeter swans eat insects.,Trumpeter swans eat flies.
Birds nest on cliffs.,Birds nest on rocky outcroppings.
Birds nest on cliffs.,Birds nest on rocky ledges.
Birds nest on cliffs.,Birds nest on rocky outcrop.
Birds nest on cliffs.,Birds nest on a cliff.
Penguins thrive in sea.,Penguins thrive in penguins thrive in salt water environments.
Penguins have nasal chambers.,Penguins have a nasal cavity.
Penguins have nasal chambers.,Penguins have nasal vestibules.
Owls live in pennsylvania.,"Owls live in pennsylvania, usa."
Blue herons live in habitats.,Blue herons live in wetlands.
Owls live in the forest.,Owls live in tropical and subtropical moist broadleaf forests.
Owls live in the forest.,Owls live in a coniferous forest.
Owls live in the forest.,Owls live in a temperate forest.
Birds are flightless birds.,"Birds are birds that cannot fly are called ""flightless birds""."
Parakeets nest in cavities.,Parakeets nest in nooks and crannies.
Toucans eat fruit.,Toucans eat a fruit.
Toucans eat fruit.,Toucans eat berries.
Ospreys have toes.,Ospreys have webbed toes.
Duckweeds form colonies.,Duckweeds form aggregated colonies.
