generic,exemplar
Birds swim in water.,Birds that are trying to escape from a predator do not swim in water.
Birds eat flowers.,"Birds that are carnivorous, such as hawks and eagles do not eat flowers."
Birds eat flowers.,Birds that live in an area where there are no flowers do not eat flowers.
Birds eat flowers.,Birds that live in a place where there are no flowers do not eat flowers.
Birds eat flowers.,Certain species of hawks and owls do not eat flowers.
Birds eat flowers.,Peregrine falcons do not eat flowers.
Birds eat flowers.,Birds that are young and have not yet learned to eat flowers do not eat flowers.
Birds eat flowers.,Sharp-shinned hawks do not eat flowers.
Birds eat flowers.,Vultures do not eat flowers.
Birds eat flowers.,American kestrels do not eat flowers.
Birds eat flowers.,Birds that are trying to attract a mate do not eat flowers.
Birds fail to molt symmetrical and become somewhat handicapped for months.,"Birds that molt their primary feathers asymmetrically, they can still fly well do not fail to molt symmetrical and become somewhat handicapped for months."
Magpies feed on small animals.,Magpies that are in a nest do not feed on small animals.
Birds feed on live prey.,"Birds that feed on seeds, nuts, and berries do not feed on live prey."
Birds feed on live prey.,Birds that are young and have not learned how to hunt do not feed on live prey.
Birds feed on live prey.,Birds that live in a place where there are no live prey do not feed on live prey.
Birds feed on live prey.,Birds that are sick or injured do not feed on live prey.
Birds feed on live prey.,Birds that are too young to hunt do not feed on live prey.
Birds feed on live prey.,Parrots do not feed on live prey.
Birds feed on live prey.,The american robin-the european robin-the american goldfinch-the house sparrow does not feed on live prey.
Hummingbirds raise broods.,Hummingbirds that lay eggs but the eggs do not hatch do not raise broods.
Hummingbirds raise broods.,Hummingbirds that have eggs that are infertile do not raise broods.
Hummingbirds raise broods.,Hummingbirds that have eggs that are not viable do not raise broods.
Lemurs feed on bamboo.,Ring-tailed lemurs do not feed on bamboo.
Lemurs feed on bamboo.,Lemurs that live in areas with few bamboo trees do not feed on bamboo.
Lemurs feed on bamboo.,Black lemurs do not feed on bamboo.
Lemurs feed on bamboo.,The aye-aye does not feed on bamboo.
Owls live in california.,Snowy owls live in the arctic tundra do not live in california.
Owls live in california.,Snowy owl does not live in california.
Owls live in california.,Owls that live in a place where it is too cold do not live in california.
Penguins eat krill.,Penguins that don't like krill do not eat krill.
Penguins eat krill.,Penguins that are too young to eat krill do not eat krill.
Prairie chickens perch in aspen trees.,Lesser prairie chickens do not perch in aspen trees.
Prairie chickens perch in aspen trees.,Greater prairie chickens do not perch in aspen trees.
Prairie chickens perch in aspen trees.,Prairie chickens that are trying to stay warm do not perch in aspen trees.
Prairie chickens perch in aspen trees.,Prairie chickens that are trying to hide from predators do not perch in aspen trees.
Prairie chickens perch in aspen trees.,Prairie chickens that are trying to stay cool do not perch in aspen trees.
Prairie chickens perch in aspen trees.,Prairie chickens that are molting do not perch in aspen trees.
Prairie chickens perch in aspen trees.,Birds that live in the western great plains do not perch in aspen trees.
Prairie chickens perch in aspen trees.,Prairie chickens that are defending their territory do not perch in aspen trees.
Birds range over a number of habitats .,Birds that are in an area where there is no suitable habitat do not range over a number of habitats.
Birds range over a number of habitats .,Birds that live in a limited area due to their diet do not range over a number of habitats.
Birds range over a number of habitats .,Birds that are sick or injured do not range over a number of habitats.
Birds range over a number of habitats .,Birds that are in captivity do not range over a number of habitats.
Peregrine falcons kill birds.,Peregrine falcons that are not trying to catch prey do not kill birds.
American birds use cavities.,Peregrine falcons do not use cavities.
American birds use cavities.,American birds that build a nest on the ground do not use cavities.
Birds have seeds.,Birds that live in the arctic where there are no seeds do not have seeds.
Birds have seeds.,Peregrine falcons do not have seeds.
Birds have seeds.,American kestrels do not have seeds.
Large owls including great gray owl typically rely on lemmings and voles for their consumption.,"Great horned owls typically consume skunks, rabbits, and bats do not rely on lemmings and voles for their consumption."
Large owls including great gray owl typically rely on lemmings and voles for their consumption.,Large owls including great gray owls that eat large insects do not rely on lemmings and voles for their consumption.
Large owls including great gray owl typically rely on lemmings and voles for their consumption.,Burrowing owl does not rely on lemmings and voles for their consumption.
Large owls including great gray owl typically rely on lemmings and voles for their consumption.,Spotted owl does not rely on lemmings and voles for their consumption.
Birds consume palm fruit.,"Some birds of prey, such as hawks and eagles do not consume palm fruit."
Birds consume palm fruit.,Birds that live in an area where there is no palm fruit do not consume palm fruit.
Birds consume palm fruit.,Birds that do not like the taste of the fruit do not consume palm fruit.
Birds consume palm fruit.,Peregrine falcons do not consume palm fruit.
Birds consume palm fruit.,Birds that are not able to access the fruit do not consume palm fruit.
Ladybirds feed on red spider mites.,Ladybirds that are released in an area where red spider mites are not present do not feed on red spider mites.
Ladybirds feed on red spider mites.,Ladybirds that live in a place where red spider mites are not found do not feed on red spider mites.
Ladybirds feed on red spider mites.,"The seven-spotted ladybird, which feeds on psyllids does not feed on red spider mites."
Ladybirds feed on red spider mites.,The larvae of the seven-spotted ladybird feed on aphids does not feed on red spider mites.
Birds raise families.,Birds that are not able to find a mate do not raise families.
Birds raise families.,Birds that die before their chicks are able to take care of themselves do not raise families.
Birds raise families.,Birds that are unable to find a mate do not raise families.
Birds raise families.,Birds that are injured and can no longer care for their chicks do not raise families.
Birds raise families.,Birds that die before their young can fledge do not raise families.
Birds raise families.,Birds that have eggs that are not fertile do not raise families.
Penguins live in peru.,"The galapagos penguin, which lives on the galapagos islands does not live in peru."
Penguins live in peru.,Penguins that migrate to other parts of the world do not live in peru.
Penguins live in peru.,"The gentoo penguin, which lives in the antarctic does not live in peru."
Penguins live in peru.,Penguins that live in a zoo do not live in peru.
Penguins live in peru.,"The african penguin, which lives in southern africa does not live in peru."
Penguins live in peru.,"The macaroni penguin, which lives in the southern ocean does not live in peru."
